Ana Kategori,Kategori,Ürün Grubu,komisyon,vade,Komisyon_%_KDV_Dahil,Uygulanan_Komisyon_%_KDV_Dahil
Aksesuar,Aksesuar,Atkı,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Atkı & Bere & Eldiven Set,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Bere,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Boyunluk,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Eldiven,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Kemer,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Kol düğmesi,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Kravat & Pantolon askısı,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Saç aksesuarı,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Aksesuar,Şapka,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Bijuteri Bileklik,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Bijuteri Kolye,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Choker,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Gümüş Bileklik,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Gümüş Kolye,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Gümüş Küpe,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Halhal&Ayak Aksesuarları,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Çelik Bileklik,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Altın / Takı / Mücevher,Çelik Kolye,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Saat/Gözlük,Duvar Saatleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Saat/Gözlük,Güneş Gözlüğü,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Saat/Gözlük,Kol Saatleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Aksesuar,Saat/Gözlük,Saat Aksesuarları,"18,0%",Teslimat +28 Gün,18.0,18.0
Altın,Altın Yatırım,Gram Altın,"4,0%",Teslimat +28 Gün,4.0,4.0
Altın,Altın Yatırım,Hesaba Altın,"4,0%",Teslimat +28 Gün,4.0,4.0
Altın,Altın Yatırım,Tam Altın,"4,0%",Teslimat +28 Gün,4.0,4.0
Altın,Altın Yatırım,Yarım Altın,"4,0%",Teslimat +28 Gün,4.0,4.0
Altın,Altın Yatırım,Çeyrek Altın,"4,0%",Teslimat +28 Gün,4.0,4.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Aktivite setleri,"16,0%",Teslimat +28 Gün,16.0,16.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Ana kucağı ve Oto Koltuğu,"16,0%",Teslimat +28 Gün,16.0,16.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Bebek Bezi,"12,5%",Teslimat +28 Gün,12.5,12.5
Anne Bebek Ürünleri,Anne / Bebek Bakım,Bebek Güvenlik,"16,0%",Teslimat +28 Gün,16.0,16.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Bebek Nevresim Takımları,"16,0%",Teslimat +28 Gün,16.0,16.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Islak Mendil,"12,5%",Teslimat +28 Gün,12.5,12.5
Anne Bebek Ürünleri,Anne / Bebek Bakım,Mayo Bebek Bezi,"12,5%",Teslimat +28 Gün,12.5,12.5
Anne Bebek Ürünleri,Anne / Bebek Bakım,Süt Arttırıcı,"16,0%",Teslimat +28 Gün,16.0,16.0
Anne Bebek Ürünleri,Anne / Bebek Bakım,Uyku Setleri Bebek bakım,"16,0%",Teslimat +28 Gün,16.0,16.0
Ayakkabı,Ayakkabı,Babet,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Bot,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Erkek Ayakkabı,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Kadın Ayakkabı,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Koşu,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Outdoor Ayakkabı,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Spor Ayakkabı (Günlük,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Spor Branşlar),"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Terlik,"18,0%",Teslimat +28 Gün,18.0,18.0
Ayakkabı,Ayakkabı,Çizme,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Dekorasyon ve Bakım,Bahçe Dekorasyonu,"17,0%",Teslimat +28 Gün,17.0,17.0
Bahçe,Bahçe Dekorasyon ve Bakım,Bahçe Kovucular,"17,0%",Teslimat +28 Gün,17.0,17.0
Bahçe,Bahçe Dekorasyon ve Bakım,Havuz Ürünleri,"17,0%",Teslimat +28 Gün,17.0,17.0
Bahçe,Bahçe Dekorasyon ve Bakım,Çiçek Bakım & Bitki Yetiştirme,"20,0%",Teslimat +28 Gün,20.0,20.0
Bahçe,Bahçe Makineleri,Bahçe makineleri,"14,0%",Teslimat +28 Gün,14.0,14.0
Bahçe,Bahçe Makineleri,Elektrikli El aletleri,"14,0%",Teslimat +28 Gün,14.0,14.0
Bahçe,Bahçe Mobilyası,Bahçe Masası,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Bahçe Oturma Grubu,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Bahçe Salıncağı,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Bahçe Sandalyesi,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Hamak,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Minder,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Puf,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bahçe Mobilyası,Şezlong,"18,0%",Teslimat +28 Gün,18.0,18.0
Bahçe,Bungalov Ev,Ahşap Çocuk Oyun Evi,"9,0%",Teslimat +28 Gün,9.0,9.0
Bahçe,Bungalov Ev,Bungalov Ev,"9,0%",Teslimat +28 Gün,9.0,9.0
Bahçe,Mangal / Barbekü,Mangal / Barbekü,"15,0%",Teslimat +28 Gün,15.0,15.0
Bahçe,Mangal / Barbekü,Mangal Aksesuarları,"15,0%",Teslimat +28 Gün,15.0,15.0
Bahçe,Mangal / Barbekü,Piknik Seti,"15,0%",Teslimat +28 Gün,15.0,15.0
Bilgisayar,"Ağ/Modem, Akıllı Ev",Modemler,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,"Ağ/Modem, Akıllı Ev",Network Aksesuarları,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,"Ağ/Modem, Akıllı Ev",Wireless Adaptör,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Bilgisayar Bileşenleri,Ana Kart,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri,Barkod Etiketi,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Bilgisayar Bileşenleri,Bilgisayar Kasaları,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri,Dijital Yayın Paketleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Bilgisayar,Bilgisayar Bileşenleri,Ek Güvence Paketleri TV,"15,0%",Teslimat +28 Gün,15.0,15.0
Bilgisayar,Bilgisayar Bileşenleri,Ekran kartı,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri,Masaüstü Bilgisayar,"7,0%",Teslimat +28 Gün,7.0,7.0
Bilgisayar,Bilgisayar Bileşenleri,Ram,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri,Ribon,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Bilgisayar Bileşenleri,Serverlar,"7,0%",Teslimat +28 Gün,7.0,7.0
Bilgisayar,Bilgisayar Bileşenleri,Yazıcı Şeritleri,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Bilgisayar Bileşenleri,İşlemciler,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri & Çevre Birimleri,SSD,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Bilgisayar Bileşenleri & Çevre Birimleri,Taşınabilir SSD,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Projeksiyon & Aksesuarları,Projeksiyon Aksesuarları,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Projeksiyon & Aksesuarları,Projeksiyon Cihazı,"11,0%",Teslimat +28 Gün,11.0,11.0
Bilgisayar,Taşınabilir Bilgisayar,Mini PC,"6,0%",Teslimat +28 Gün,6.0,6.0
Bilgisayar,Taşınabilir Bilgisayar,Monitör PC (All-in-One),"6,0%",Teslimat +28 Gün,6.0,6.0
Bilgisayar,Taşınabilir Bilgisayar,Taşınabilir Bilgisayar,"6,0%",Teslimat +28 Gün,6.0,6.0
Bilgisayar,Yazıcılar ve Aksesuarları,Drum,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Yazıcılar ve Aksesuarları,Kartuş,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Yazıcılar ve Aksesuarları,Toner,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Yazıcılar ve Aksesuarları,Yazıcı Yedek Parça & Aksesuarları,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Yazıcılar ve Aksesuarları,Yazıcılar,"8,5%",Teslimat +28 Gün,8.5,8.5
Bilgisayar,Yazılım,Antivirüs,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Yazılım,Microsoft Yazılımlar,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Yazılım,Office Yazılımları,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Yazılım,Online Lisans,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Yazılım,Ticari Yazılımlar,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Yazılım,Yazılım,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Çevre Birimleri,Adaptörler,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Çevre Birimleri,Bluetooth Ürünler,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Çevre Birimleri,Dvd/Hdd Kasaları,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Çevre Birimleri,Hard Diskler,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Çevre Birimleri,Klavye & Mouse ve Setler,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Çevre Birimleri,Mouse Pad,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Çevre Birimleri,Taşınabilir Disk,"10,0%",Teslimat +28 Gün,10.0,10.0
Bilgisayar,Çevre Birimleri,Taşınabilir Disk Aksesuarları,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Çevre Birimleri,Usb / Firewire Ürünleri,"12,0%",Teslimat +28 Gün,12.0,12.0
Bilgisayar,Çevre Birimleri,Usb Bellek,"10,0%",Teslimat +28 Gün,10.0,10.0
Cep Telefonu,Cep Telefonu,Android Telefonlar,"4,5%",Teslimat +14 Gün,4.5,4.5
Cep Telefonu,Cep Telefonu,Cep Telefonları,"4,5%",Teslimat +14 Gün,4.5,4.5
Cep Telefonu,Cep Telefonu,Diğer (tuşlu ) Telefonlar,"7,0%",Teslimat +14 Gün,7.0,7.0
Cep Telefonu,Cep Telefonu,Iphone,"4,5%",Teslimat +14 Gün,4.5,4.5
Cep Telefonu,Cep Telefonu,İkinci El Telefon,"7,0%",Teslimat +14 Gün,7.0,7.0
Cep Telefonu,Tablet,Galaxy Tablet,"5,0%",Teslimat +14 Gün,5.0,5.0
Cep Telefonu,Tablet,Ipad,"5,0%",Teslimat +14 Gün,5.0,5.0
Cep Telefonu,Tablet,Tabletler,"5,0%",Teslimat +14 Gün,5.0,5.0
Cep Telefonu aksesuarları,Akıllı Saat-Bileklik & Bluetooth Kulaklıklar,Akıllı Bileklik,"12,5%",Teslimat +28 Gün,12.5,12.5
Cep Telefonu aksesuarları,Akıllı Saat-Bileklik & Bluetooth Kulaklıklar,Akıllı Saatler,"12,5%",Teslimat +28 Gün,12.5,12.5
Cep Telefonu aksesuarları,Akıllı Saat-Bileklik & Bluetooth Kulaklıklar,Bluetooth Kulaklıklar,"12,5%",Teslimat +28 Gün,12.5,12.5
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 1,Grafik Tabletler,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 1,Kulak Üstü Kulaklık,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 1,Kulak İçi Kulaklık,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 1,Taşınabilir Hoparlörler,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Akıllı Gözlükler Sanal Gerçeklik Gözlüğü,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Akıllı Saat ve Bileklik Aksesuarları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Araç İçi Telefon Tutacakları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Araç Şarj Cihazları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Bluetooth Araç Kitleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Bluetooth Kulaklık Aksesuarları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Kulaklık Aksesuarları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Taşınabilir Şarj Cihazları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 2,Telefon Kulaklıkları,"15,0%",Teslimat +28 Gün,15.0,15.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 3,Data&Şarj Kabloları,"18,0%",Teslimat +28 Gün,18.0,18.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 3,Notebook Aksesuarları,"18,0%",Teslimat +28 Gün,18.0,18.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 4,Notebook Çantası,"20,0%",Teslimat +28 Gün,20.0,20.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 4,Tablet Aksesuarları,"20,0%",Teslimat +28 Gün,20.0,20.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 5,Batarya,"23,0%",Teslimat +28 Gün,23.0,23.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 5,Cep Telefonu Yedek Parçaları,"23,0%",Teslimat +28 Gün,23.0,23.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 5,Selfie Çubuğu,"23,0%",Teslimat +28 Gün,23.0,23.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 5,Telefon Kılıflar,"23,0%",Teslimat +28 Gün,23.0,23.0
Cep Telefonu aksesuarları,Cep Telefonu Aksesuarları 5,Telefon Oyun Aksesuarları,"23,0%",Teslimat +28 Gün,23.0,23.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,Dect Telsiz Telefon ve Aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,GPS Takip Cihazları,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,Lisanssız Telsizler,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,Operatör Başlıkları,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,Sabit Telefon ve Aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
Cep Telefonu aksesuarları,Telsiz Masaüstü Telefonlar,Telefon Santrali ve Aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Cilt Bakım Seti & Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Güneş Koruma ve Sonrası,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Peruk,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Saç Boyası,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Saç bakımı,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Çıtçıt ve Postiş,"15,0%",Teslimat +28 Gün,15.0,15.0
Cilt Bakımı,Cilt Bakım / Saç Bakım,Şampuan,"15,0%",Teslimat +28 Gün,15.0,15.0
Dijital Ürünler,Dijital Ürünler 1,Aktivite,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Digital Yayınlar,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Dijital Dergi,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Dijital Oyunlar,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,E-kitap,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Etkinlik,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Fırsat Menüleri,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Online Lisans,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Oyun Pinleri,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Sinema Bileti,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 1,Spor Hizmet Online Eğitimler,"8,5%",Teslimat +28 Gün,8.5,8.5
Dijital Ürünler,Dijital Ürünler 2,Dizi,"10,0%",Teslimat +28 Gün,10.0,10.0
Dijital Ürünler,Dijital Ürünler 2,Film,"10,0%",Teslimat +28 Gün,10.0,10.0
Dijital Ürünler,Dijital Ürünler 2,Gezi & Tatil Turları,"10,0%",Teslimat +28 Gün,10.0,10.0
Dijital Ürünler,Dijital Ürünler 2,Kuru Temizleme,"10,0%",Teslimat +28 Gün,10.0,10.0
Dijital Ürünler,Dijital Ürünler 2,Sesli Kitap,"10,0%",Teslimat +28 Gün,10.0,10.0
Dijital Ürünler,Dijital Ürünler 2,Yayın Paketleri,"10,0%",Teslimat +28 Gün,10.0,10.0
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Kağıt Havlu,"12,5%",Teslimat +28 Gün,12.5,12.5
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Kullan At Ürünler,"12,5%",Teslimat +28 Gün,12.5,12.5
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Leke Çıkarıcılar,"12,5%",Teslimat +28 Gün,12.5,12.5
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Mop ve Temizlik Setleri,"12,5%",Teslimat +28 Gün,12.5,12.5
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Peçete,"12,5%",Teslimat +28 Gün,12.5,12.5
Ev Bakım ve Temizlik,"Deterjanlar, Temizlik Malzemeleri, Kağıt Ürünleri ve Mutfak Sarf Malzemeleri",Toz/Sıvı Deterjanlar,"12,5%",Teslimat +28 Gün,12.5,12.5
