Ana Kategori,Kategori,Ürün Grubu,komisyon,vade,Komisyon_%_KDV_Dahil,Uygulanan_Komisyon_%_KDV_Dahil
Parfüm,Parfümler,Erkek Parfüm,"15,0%",Teslimat +28 Gün,15.0,15.0
Parfüm,Parfümler,Kadın Parfüm,"15,0%",Teslimat +28 Gün,15.0,15.0
Parfüm,Parfümler,Parfüm Seti,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Akvaryum Filtreleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Balık,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Diğer Petshop Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Hamster Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Kaplumbağa Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Kedi Bakım Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Kedi Tuvalet Kabı ve Aksesuarları,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Tavşan Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Tuzlu Su Akvaryum Malzemeleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Aksesuar,Tırmalama Tahtası,"15,0%",Teslimat +28 Gün,15.0,15.0
Petshop,Petshop Beslenme,Bisküvi,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Kedi Kumları,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Kedi Maması,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Kraker,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Köpek Maması,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Vitamin,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Yem,"13,0%",Teslimat +28 Gün,13.0,13.0
Petshop,Petshop Beslenme,Ödül,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,"Aksesuar, Yedek Parça",Dikiş Makinesi Aksesuarları Kahve makinesi aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,"Aksesuar, Yedek Parça",Elektrikli Mutfak Aleti Yedek Parça,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,"Aksesuar, Yedek Parça",Epilatör başlıkları ve Yedek parçalar,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,"Aksesuar, Yedek Parça",Hava Temizleme Aksesuarları Traş makinesi aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,"Aksesuar, Yedek Parça",Kahve değirmeni ve öğütücüler,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,"Aksesuar, Yedek Parça",Süpürge Aksesuarları,"14,0%",Teslimat +28 Gün,14.0,14.0
SDA,Elektrikli Kişisel Bakım Aletleri,Epilatörler,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Elektrikli Kişisel Bakım Aletleri,Kişisel Bakım Aletleri,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Elektrikli Kişisel Bakım Aletleri,Kıyma makineleri (Diğer),"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Elektrikli Kişisel Bakım Aletleri,Saç Kurutma Makineleri,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Elektrikli Kişisel Bakım Aletleri,Saç Sakal Düzeltme Makineleri,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Elektrikli Kişisel Bakım Aletleri,Tıraş Makineleri,"13,0%",Teslimat +28 Gün,13.0,13.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Basküller,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Blender,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Dikiş Makinaları,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Doğrayıcı / Rondo,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Ekmek Kızartma,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Ekmek Yapma Makinesi,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Elektikli Izgara- Barbekü,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Elektrikli Tencere/Tavalar,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Endüstriyel Mutfak Ürün ve Gereçleri,"12,72%",Teslimat +28 Gün,12.72,12.72
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Fritözler,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Hava Temizleme & Nemlendirme Cihazları,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Kahve Makineleri,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Kahve Öğütücü,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Kıyma Makineleri,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Meyve Sıkıcılar,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Mikser,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Mini-Midi Fırınlar,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Mutfak Robotları,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Mutfak Tartıları,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Su Isıtıcıları,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Tost Makinesi,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Mutfak Gereçleri & Pişirme-Hazırlama,Çay Makineleri,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Süpürge & Ütüler,Buharlı Temizlik Makinesi,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Süpürge & Ütüler,Halı Yıkama Makinası,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Süpürge & Ütüler,Sulu Süpürge,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Süpürge & Ütüler,Süpürgeler,"11,0%",Teslimat +28 Gün,11.0,11.0
SDA,Süpürge & Ütüler,Ütüler,"11,0%",Teslimat +28 Gün,11.0,11.0
Sağlık Kişisel Bakım Ürünleri,Ağız Bakım Ürünleri,Diş Fırçaları,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Ağız Bakım Ürünleri,Diş Macunu,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Ağız Bakım Ürünleri,Diş İpleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Ağız Bakım Ürünleri,Gargara,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Güzellik Salonu & Kuaför Ürünleri,Ayak & Tırnak Bakımı,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Güzellik Salonu & Kuaför Ürünleri,Ağda ve Epilasyon,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Güzellik Salonu & Kuaför Ürünleri,Erkek Tıraş Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Güzellik Salonu & Kuaför Ürünleri,Güzellik Salonu & Kuaför Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Güzellik Salonu & Kuaför Ürünleri,Tıraş,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Aile Planlaması Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Besin Takviyeleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Deodorant,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Duş ve Banyo Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,El ve Cilt Dezenfektan,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Kadın Pedleri & Hijyen Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Medikal Ürünler,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Sağlık Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Sporcu Besinleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Sağlık Kişisel Bakım Ürünleri,Sağlık / Kişisel Bakım Ürünleri,Yetişkin Ürünler +18,"15,0%",Teslimat +28 Gün,15.0,15.0
Spor & Outdoor,Bisikletler ve Paten,Bisiklet,"10,0%",Teslimat +28 Gün,10.0,10.0
Spor & Outdoor,Bisikletler ve Paten,Elektrikli Bisiklet,"10,0%",Teslimat +28 Gün,10.0,10.0
Spor & Outdoor,Bisikletler ve Paten,Elektrikli Scooter,"10,0%",Teslimat +28 Gün,10.0,10.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Dambıl,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Fitness ve Kondisyon Ekipmanları,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Kürek,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Masaj Koltuğu,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Pilates Topu,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Vücut Geliştirme Aletleri,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,Vücut Geliştirme Ekipmanları,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Fitness ve Kondisyon Ekipmanları,İnversiyon Aletleri,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor & Outdoor,Outdoor-Deniz Ekipmanları,Balık Bulucu,"5,0%",Teslimat +28 Gün,5.0,5.0
Spor & Outdoor,Outdoor-Deniz Ekipmanları,Tekne,"5,0%",Teslimat +28 Gün,5.0,5.0
Spor & Outdoor,Outdoor-Deniz Ekipmanları,Tekne Motoru,"5,0%",Teslimat +28 Gün,5.0,5.0
Spor & Outdoor,Outdoor-Deniz Ekipmanları,Zodyak bot,"5,0%",Teslimat +28 Gün,5.0,5.0
Spor & Outdoor,Spor Aletleri,Kondisyon Bisikleti,"10,0%",Teslimat +28 Gün,10.0,10.0
Spor & Outdoor,Spor Aletleri,Koşu bandı,"10,0%",Teslimat +28 Gün,10.0,10.0
Spor Branşları,Spor Branşları,Atletizm,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Basketbol,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Binicilik,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Futbol,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Kaykay/Paten ve Diğer Spor Branşları Malzeme ve Ekipmanları,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Tenis,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Voleybol,"13,0%",Teslimat +28 Gün,13.0,13.0
Spor Branşları,Spor Branşları,Yüzme,"13,0%",Teslimat +28 Gün,13.0,13.0
TV,LCD Televizyon,LCD Televizyon,"6,0%",Teslimat +28 Gün,6.0,6.0
TV,LCD Televizyon,LED Televizyon,"6,0%",Teslimat +28 Gün,6.0,6.0
TV,LCD Televizyon,Smart TV,"6,0%",Teslimat +28 Gün,6.0,6.0
Taraftar Ürünleri,Taraftar Ürünleri,Hediyelik,"18,0%",Teslimat +28 Gün,18.0,18.0
Taraftar Ürünleri,Taraftar Ürünleri,Mug,"18,0%",Teslimat +28 Gün,18.0,18.0
Taraftar Ürünleri,Taraftar Ürünleri,Takı & Aksesuar,"18,0%",Teslimat +28 Gün,18.0,18.0
Taraftar Ürünleri,Taraftar Ürünleri,Taraftar Ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Aktar ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Atıştırmalıklar,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Baharat,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Gazlı ve Gazsız içecekler,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Gıda Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Hazır Yemek ve Konserve,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Kahvaltılık,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Kahve,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Kuruyemiş,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Sıvı yağlar,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Yemek sosları,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Çay,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,İçecek Şuruplar,"15,0%",Teslimat +28 Gün,15.0,15.0
Temel Tüketim ve Gıda,İçecek ve Gıda Ürünleri,Şarküteri,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Aydınlatma Ürünleri,Abarjurlar,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Aplikler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Avizeler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Aydınlatma ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Dekoratif Aydınlatmalar,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Gece Lambaları,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Lambaderler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Masa Lambaları,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Plafoyerler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Sarkıt Avizeler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Yılbaşı Aydınlatmaları,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Aydınlatma Ürünleri,Çocuk Odası Aydınlatmaları,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Banyo & Ev Gereçleri,Banyo Aksesuar,"16,0%",Teslimat +28 Gün,16.0,16.0
Yapı Market,Banyo & Ev Gereçleri,Banyo Dolap,"16,0%",Teslimat +28 Gün,16.0,16.0
Yapı Market,Banyo & Ev Gereçleri,Batarya,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Banyo & Ev Gereçleri,Boya ve Aksesuarları,"16,0%",Teslimat +28 Gün,16.0,16.0
Yapı Market,Banyo & Ev Gereçleri,Duş Sistemleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Banyo & Ev Gereçleri,Duşa Kabin,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Banyo & Ev Gereçleri,Musluk,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Banyo & Ev Gereçleri,Vitrifiyeler,"15,0%",Teslimat +28 Gün,15.0,15.0
Yapı Market,Elektrik ve Aydınlatma ürünleri,Ampül,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Elektrik ve Aydınlatma ürünleri,Anahtar,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Elektrik ve Aydınlatma ürünleri,Elektrik ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Elektrik ve Aydınlatma ürünleri,Grup priz,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Elektrik ve Aydınlatma ürünleri,Priz,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Hırdavat,Endüstriyel Temizlik Ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Hırdavat,Hırdavat & Nalburiye ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Hırdavat,Merdivenler,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Hırdavat,İnşaat malzemeleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Hırdavat,İş güvenliği Ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Yapı Market,Jeneratör,Benzinli ve Dizel Jeneratörler,"14,0%",Teslimat +28 Gün,14.0,14.0
Züccaciye,Sofra & Mutfak Gereçleri,Cam Ürünleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Düdüklü Tencelere,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Ev Gereçleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Porselenler,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Pratik Ev Gerekçleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Servis Tabakları,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Sofra Mutfak Gereçleri,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Tavalar,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Tencereler,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Yemek Takımı,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Çatal / Katış / Bıçak Takımları,"18,0%",Teslimat +28 Gün,18.0,18.0
Züccaciye,Sofra & Mutfak Gereçleri,Çaydanlık & Cezveler,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Valiz Bavul,Bavul,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Valiz Bavul,Seyahat Çantası,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Valiz Bavul,Valiz,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Abiye Çanta,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Dağcılık ve Kamp Çantası,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Günlük Çanta,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Plaj Çantası,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Spor Çanta,"18,0%",Teslimat +28 Gün,18.0,18.0
Çanta,Çanta,Sırt Çantası,"18,0%",Teslimat +28 Gün,18.0,18.0
